Year,State,TOT_POP,WHT,BLK,AI_ALSK,ASN,NH_PI,POV_AA,UN_EMP,TOT_POP_25,LESS_9,9_12_NO_D,HSC_EQU,SC_NO_D,ASSO,BACH,GRAD
2013,Wyoming,582341,541339,8613,15431,5446,548,62118,14477,383914,1.5,5,28.4,27.8,10.7,17.8,8.8
2014,Alabama,4840037,3372411,1290677,33075,64014,4915,905682,146531,3256766,5.1,10.2,31.6,21.8,7.9,14.7,8.8
2014,Alaska,736759,492164,27046,111385,44783,9213,81622,25119,465149,2.7,4.4,28.4,28.3,8.2,18.4,9.6
2014,Arizona,6706435,5617958,314624,358979,219440,17516,1195889,209331,4436226,6.4,7.5,24.3,25.7,8.5,17.3,10.3
2014,Arkansas,2964800,2364195,463356,27953,44029,8351,539999,79279,1968414,5.6,9,34.9,22.8,6.3,13.8,7.5
2014,California,38701278,28350638,2524737,636482,5564407,192502,6253423,1407081,25654292,10,7.9,20.9,21.7,7.8,20,11.8
2014,Colorado,5342311,4692148,236570,83700,167347,9704,632987,140017,3584463,4.1,5.3,21.9,22.1,8.2,24.1,14.3
2014,Connecticut,3600188,2925959,412205,18630,160614,3706,375281,125169,2471818,4.2,5.8,27.5,17.1,7.5,21.3,16.7
2014,Delaware,934805,660763,208665,5980,35450,819,118032,25926,640343,3.4,7.7,31.2,19.2,7.9,18.3,12.3
2014,District of Columbia,660797,288410,324523,3906,25679,966,114790,58798,463211,4.1,5.7,18.2,13.6,3.4,24.3,30.6
2014,Florida,19897747,15489974,3348129,96613,546048,21496,3231142,601684,14041196,5.2,7.6,29.6,20.7,9.7,17.4,9.8
2014,Georgia,10083850,6247325,3191139,50616,386348,11472,1802783,336494,6576408,5.4,9,28.4,21.1,7,18.2,10.8
2014,Hawaii,1417710,367944,28648,5591,538562,145271,158266,29013,974586,4,4.3,28.5,21.7,10.5,20.6,10.5
2014,Idaho,1630391,1526475,13056,28138,22802,3255,237604,38106,1045193,3.9,6,28.2,27.6,9.3,16.8,8.3
2014,Illinois,12882438,9987403,1895114,74387,681639,8085,1802337,461113,8639076,5.2,6.6,26.7,20.9,7.8,20.1,12.7
2014,Indiana,6593182,5675022,629851,25928,134114,3953,968437,192178,4342916,3.9,7.7,34.3,21.1,8.5,15.7,8.9
2014,Iowa,3105563,2856233,106699,15442,71028,3110,368678,72251,2062734,3.1,4.8,31.7,21.4,11.3,18.6,9
2014,Kansas,2899553,2521064,179174,34137,81408,3116,381506,67694,1881521,3.9,5.8,26.5,24.1,8.1,20.3,11.3
2014,Kentucky,4410415,3894959,360757,12807,60498,3586,812803,129326,2967181,6.6,8.9,33.8,20.7,7.7,13,9.2
2014,Louisiana,4648797,2945590,1511723,35451,81332,2849,898902,137530,3060688,5.7,10.7,33.8,21.5,5.4,15.2,7.8
2014,Maine,1328903,1263363,18914,9105,15438,435,181737,39232,959407,3.1,5.2,32.3,20.3,9.7,19.4,10
2014,Maryland,5970245,3584101,1813490,33083,374830,6207,604762,181990,4062813,4.1,6.3,25.7,19.1,6.5,20.7,17.5
2014,Massachusetts,6757925,5580962,564046,31860,425292,6705,760211,204426,4654351,5,5.4,24.9,15.7,7.9,23.2,18
2014,Michigan,9914675,7921014,1410299,70851,284490,3766,1567465,344232,6680525,3.2,6.9,29.7,23.6,9.3,16.5,10.8
2014,Minnesota,5452649,4670084,324189,72776,255525,3418,607870,124056,3672583,3,4.5,25.7,21.6,11,22.7,11.6
2014,Mississippi,2988578,1781936,1122259,17627,29967,1703,634960,93956,1950710,5.8,11.4,30,23.1,8.6,13,8
2014,Missouri,6058014,5059142,714659,32877,115349,8260,908394,186855,4076767,3.6,7.6,31.4,22.5,7.5,17.1,10.4
2014,Montana,1019931,911917,5465,67859,7769,830,151915,23872,695850,2.2,5.2,30.6,24.5,8.2,19.5,9.8
2014,Nebraska,1880920,1680055,92542,26381,41984,2208,225054,33187,1224701,4.3,5.4,27.2,23.1,10.4,20.2,9.3
2014,Nevada,2831730,2159095,258523,46147,234066,20964,430447,110466,1919598,6.1,8.8,28.2,25.8,8.1,15.2,7.9
2014,New Hampshire,1328684,1250622,18954,3764,33854,564,117822,31690,931304,2.6,5.3,28.6,18.8,9.8,21.7,13.3
2014,New Jersey,8943010,6532523,1323971,52290,841596,8817,972441,305914,6127931,5.2,5.8,28.2,17.1,6.4,23.1,14.3
2014,New Mexico,2083207,1722660,51142,221446,34399,3247,420388,61913,1373822,6.6,9.2,26.4,23.4,8,15.1,11.4
2014,New York,19773580,13938275,3477308,189816,1673128,26058,3082613,607235,13539612,6.7,7.6,26.6,16.1,8.6,19.6,14.9
2014,North Carolina,9941160,7097038,2202097,155373,269607,11816,1663954,296608,6661937,5,8.5,26.6,21.9,9.2,18.6,10.1
2014,North Dakota,738658,657474,15839,40701,9942,437,79203,11051,478850,3.3,4.5,27.9,23.5,13.5,19.8,7.6
2014,Ohio,11593741,9612085,1467640,31575,234862,5953,1778288,330917,7857460,3,7.7,33.9,20.4,8.4,16.6,10.1
2014,Oklahoma,3875008,2908084,298153,355396,81363,6731,623162,80583,2529885,4.2,8.5,31.7,24.1,7.3,16,8.1
2014,Oregon,3960673,3482095,81266,70762,168428,16474,637156,131467,2746957,4.2,6.1,24.3,26.2,8.4,19.2,11.6
2014,Pennsylvania,12790341,10594193,1489926,44698,418102,8616,1679008,375036,8858865,3.5,7.1,36.4,16.2,7.9,17.5,11.4
2014,Rhode Island,1054782,897319,81898,10244,36191,1842,149825,42788,725871,5.7,8.5,28.7,18.4,8.2,18.1,12.3
2014,South Carolina,4824758,3297047,1341048,25870,73656,4492,838065,143413,3260929,4.5,9.3,30.3,20.7,8.8,16.7,9.6
2014,South Dakota,849455,727067,15489,77038,10987,589,115906,15336,555488,3.4,4.9,30.6,22,11.3,20,7.8
2014,Tennessee,6540007,5161586,1117348,28725,111733,6005,1165245,198911,4425073,5.4,8.8,33.3,20.5,6.7,16.2,9.1
2014,Texas,26954436,21575597,3353836,270235,1225569,36114,4519548,664333,17087888,9,8.8,25.2,22.5,6.7,18.2,9.6
2014,Utah,2938671,2688942,38451,44780,68931,29105,341587,54492,1704734,3,5.6,23,27.4,9.9,20.8,10.3
2014,Vermont,625665,594330,7608,2331,9874,199,72294,13734,438279,2.8,5.2,30.7,18.7,7.8,20.9,14
2014,Virginia,8316902,5872722,1637929,43592,522658,9078,955541,221949,5623295,4.8,6.7,24.6,19.9,7.3,20.9,15.9
2014,Washington,7046931,5689915,283480,134771,575717,49870,913463,213913,4784484,4,5.5,22.8,24.5,10,21,12.1
2014,West Virginia,1847624,1733683,65363,4341,14462,510,328734,52334,1296350,5,9.9,41.1,18.4,6.5,11.8,7.4
2014,Wisconsin,5751272,5050650,379131,64191,152879,2911,737307,166716,3898162,3,5.7,31.9,20.7,10.3,18.9,9.5
2014,Wyoming,583334,542180,7976,15722,5595,565,63860,12674,388962,2.2,5.3,27.4,27.9,10.7,17.9,8.7
2015,Alabama,4850858,3371442,1297408,33326,66400,4948,875853,131427,3282252,4.8,10.3,31,21.6,8.1,15.4,8.8
2015,Alaska,737979,490857,27069,112325,45729,9447,74941,23740,469523,2.6,4.8,27.3,27.5,8.1,18.7,11
2015,Arizona,6802262,5681450,326359,363857,228723,17877,1159046,190795,4536954,6,7.9,24.5,25.5,8.4,17.4,10.3
2015,Arkansas,2975626,2367891,466085,28401,45639,8763,540733,67089,1987819,5.3,9.3,34.1,22.7,6.8,14,7.8
2015,California,39032444,28484140,2533613,639502,5713214,195013,5896255,1171678,26085263,9.9,7.9,20.8,21.5,7.6,20.3,12
2015,Colorado,5440445,4768402,243176,85603,174268,10049,614410,109700,3671853,3.7,5.1,21.7,22,8.2,24.8,14.5
2015,Connecticut,3593862,2908559,416581,18904,165193,3761,367867,108398,2474718,4.2,5.6,27.4,16.9,7.6,21.7,16.7
2015,Delaware,944107,663933,212309,5967,37244,831,115655,22706,652636,3.8,7.3,29.8,20.1,8.1,18,12.9
2015,District of Columbia,672736,296603,326394,3940,26930,984,113185,53466,472884,4.3,5.9,17.4,12.7,3,23.8,32.9
2015,Florida,20268567,15749740,3416794,99049,567103,22245,3129061,525275,14394281,5.2,7.2,29.2,20.4,9.6,18.2,10.2
2015,Georgia,10199533,6279980,3247029,51339,404709,11743,1705831,285708,6683767,5,8.9,28.1,20.7,7.4,18.6,11.3
2015,Hawaii,1426320,371075,29842,5650,539333,145984,149091,24047,985914,4.1,5.1,27.1,21.6,10.7,20.8,10.6
2015,Idaho,1649324,1541803,13609,28891,23776,3318,238646,33666,1065982,3.7,6.3,27.5,27,9.6,17.8,8.2
2015,Illinois,12862051,9949230,1890018,74538,698500,8181,1702210,387957,8661938,5.3,6.2,26.7,20.8,8.1,20.3,12.7
2015,Indiana,6610596,5675215,635472,26184,141541,4063,924428,157759,4363573,3.8,8,34.3,20.6,8.3,16,9
2015,Iowa,3118473,2858187,111417,15784,74884,3279,366453,64199,2074504,3.2,5.1,32.1,21.4,11.4,18.2,8.7
2015,Kansas,2905789,2521846,179952,34114,84455,3165,366069,62098,1888479,3.8,5.9,26.5,23.6,8.4,20.4,11.4
2015,Kentucky,4422057,3897756,363781,12892,63782,3622,786345,104641,2988790,6.2,8.7,33.5,20.4,7.9,13.6,9.7
2015,Louisiana,4671211,2954915,1519297,35791,83658,2967,885846,136749,3095255,5.2,10.2,34.1,21.1,6.1,15.2,8
2015,Maine,1327787,1260761,19576,9202,15689,455,171266,30039,961240,2.8,5.5,32.7,19.2,9.7,19.5,10.6
2015,Maryland,6000561,3578775,1832103,34068,386164,6399,583369,160200,4102486,4.2,6.1,25.1,19.2,6.5,21.1,17.7
2015,Massachusetts,6794002,5581124,577882,32169,440998,6842,752453,172367,4706644,4.5,5.2,25.2,15.9,7.7,23.1,18.4
2015,Michigan,9918170,7909654,1408385,71366,295520,3834,1524330,257787,6728347,3,6.9,29.4,23.7,9.2,17,10.8
2015,Minnesota,5483238,4674152,336697,73952,264494,3604,546499,110669,3700935,3,4.2,25.4,21.5,11.2,22.9,11.8
2015,Mississippi,2985297,1775403,1123488,17852,30706,1708,638919,81146,1952337,5.8,10.8,31,22.4,9.2,13,7.9
2015,Missouri,6072640,5062567,717618,33366,118898,8420,875704,154428,4097212,3.6,7.5,31,22.4,7.7,17.3,10.6
2015,Montana,1028317,918364,5638,68579,8102,856,144634,21547,706329,2,4.4,31.5,22.8,8.6,20.4,10.2
2015,Nebraska,1893564,1686059,94194,27221,44793,2217,224696,30306,1232583,3.9,5.1,26.9,23.8,10.1,19.8,10.4
2015,Nevada,2883057,2183178,269559,47238,243313,21582,424824,95715,1968167,6.4,8,27.9,26,8.1,15.5,8.1
2015,New Hampshire,1330134,1249799,19488,3792,34998,583,108293,25063,937214,1.9,4.9,28.5,19.2,9.7,21.9,13.7
2015,New Jersey,8960001,6514304,1332142,52754,862620,8991,945989,262537,6166384,5.2,5.8,28.5,16.6,6.4,23.3,14.3
2015,New Mexico,2082264,1716896,51583,224468,35113,3238,405364,60612,1377548,6.7,8.6,26.8,23.6,7.7,14.4,12.1
2015,New York,19819347,13907386,3490863,190522,1722040,26368,2985604,508464,13641473,6.6,7.4,26.5,16,8.5,20,15
2015,North Carolina,10041769,7149387,2226421,157439,283629,12076,1607249,273616,6762644,5,8.4,26.4,21.5,9.2,18.9,10.6
2015,North Dakota,754859,667098,19734,41499,10880,487,78613,11543,492017,3.7,3.8,27.6,22.7,13.1,21.5,7.7
2015,Ohio,11606027,9593118,1480464,31969,245667,6195,1670487,279431,7896470,3,7.3,33.7,20.6,8.6,16.8,10
2015,Oklahoma,3904353,2920012,301972,359936,85347,7121,608507,80732,2557863,4.3,8.4,31.6,23.7,7.4,16.5,8.1
2015,Oregon,4016537,3520529,84086,72035,175988,17128,601626,110819,2804461,3.7,6.3,23.4,25.8,8.8,20.2,12
2015,Pennsylvania,12791124,10561710,1499816,45867,432268,9035,1624991,340483,8895727,3.3,7,35.7,16,8.3,18.1,11.6
2015,Rhode Island,1055916,894419,83739,10616,37308,1902,143724,33231,730083,5.5,6.8,28,18.5,8.5,19.3,13.4
2015,South Carolina,4892423,3345347,1352153,26356,77242,4697,796609,135095,3319832,4.4,9.2,29.4,20.7,9.4,17.3,9.5
2015,South Dakota,854036,728925,16096,77803,11609,608,111697,13958,563108,3.4,5.4,31.2,21.3,11.1,19.6,7.9
2015,Tennessee,6590726,5192939,1127363,29377,116062,6113,1077866,172066,4473487,5.3,8.6,33.1,20.5,6.7,16.1,9.6
2015,Texas,27454880,21894526,3435502,275380,1293740,37744,4255690,581373,17472861,8.9,8.7,25.3,21.8,6.9,18.7,9.7
2015,Utah,2984917,2726259,39484,45806,72008,30202,331233,52979,1741949,2.9,5.6,24.2,26.3,9.2,21.1,10.7
2015,Vermont,624455,592161,7909,2357,10333,212,62643,12321,438654,2.8,5.5,29,17.1,8.6,22.3,14.6
2015,Virginia,8366767,5882813,1652240,44100,539723,9286,914226,187931,5685318,4.5,6.6,24.6,19.8,7.5,21.3,15.7
2015,Washington,7152818,5746939,291454,137470,601491,52061,860734,200408,4889314,3.9,5.2,23.1,24,9.6,21.7,12.5
2015,West Virginia,1839767,1724792,65255,4414,14624,500,322589,52670,1300347,4.5,9.5,40.7,18.8,6.9,11.7,7.9
2015,Wisconsin,5759744,5047785,381346,65124,157823,3010,679937,140729,3918997,3,5.6,31.2,21.3,10.5,18.9,9.4
2015,Wyoming,586102,544776,7452,15857,5644,597,60787,13089,388747,2,5.8,28.8,26.3,10.9,17.3,9
2016,Alabama,4860545,3371066,1302322,33686,68708,5058,814197,127551,3300713,4.8,10.1,30.6,21.5,8.2,15.4,9.4
2016,Alaska,741522,490864,27564,112787,46968,9788,71916,25100,478951,2.2,4.7,28,27.1,8.5,19,10.6
2016,Arizona,6908642,5753506,338570,368656,238361,18357,1107153,172915,4626409,5.7,7.5,23.9,25.5,8.4,18.1,10.8
2016,Arkansas,2988231,2372843,468916,29046,47496,9121,497388,53012,1990448,5,9,34.3,22.6,6.7,14.2,8.2
2016,California,39296476,28560032,2541412,644642,5855369,197274,5527621,1044831,26304241,9.7,7.8,20.5,21.3,7.7,20.6,12.3
2016,Colorado,5530105,4837197,249062,87445,181324,10338,598378,94340,3745506,3.4,5.1,22,21,8.6,24.9,14.9
2016,Connecticut,3587685,2891943,420852,19100,169339,3757,342171,97981,2467737,4.1,5.4,27.5,16.8,7.5,21.9,16.7
2016,Delaware,952698,667076,215758,6064,38461,862,109592,21447,662547,3.4,7.3,32.1,18.4,7.9,18.4,12.6
2016,District of Columbia,684336,305232,327126,4092,28389,997,119778,48130,480158,3.6,6,17.8,13,2.9,24,32.9
2016,Florida,20656589,16022497,3486301,101906,591200,23056,2986237,472941,14703671,5.2,7.4,28.9,20.1,9.7,18.2,10.4
2016,Georgia,10313620,6310426,3303960,52609,422065,11953,1612368,264096,6785395,4.9,8.7,27.8,20.5,7.6,18.7,11.7
2016,Hawaii,1428683,370362,30833,5587,539419,145708,132597,20135,990937,3.6,4.4,28,21.5,10.5,21.4,10.6
2016,Idaho,1680026,1567868,14302,29437,25092,3477,228037,30577,1087265,3.2,6.4,27.9,25.3,9.6,18.7,8.9
2016,Illinois,12835726,9909184,1881983,75188,714502,8309,1620974,380431,8665219,5,6.2,26,21,7.9,20.9,13
2016,Indiana,6634007,5679252,641941,26637,149498,4233,899168,147035,4392576,3.8,7.9,33.7,20.5,8.5,16.3,9.3
2016,Iowa,3130869,2860136,115824,16075,78734,3509,354429,61149,2087020,3.2,5.1,31.1,21,11.2,19.1,9.3
2016,Kansas,2907731,2519340,179649,34304,87229,3250,343773,59923,1891936,3.6,5.8,26.2,23.2,8.3,20.7,12.2
2016,Kentucky,4436113,3901878,367451,13221,66822,3661,782779,103121,2995509,5.7,8.6,32.3,21.4,8.6,14,9.5
2016,Louisiana,4686157,2958471,1526048,36094,85759,2943,911970,128576,3115020,5.2,10.4,34,21,6,15.2,8.2
2016,Maine,1330232,1261247,20330,9342,16110,472,159523,26243,966569,2.7,5,32.9,19.4,9.8,18.8,11.3
2016,Maryland,6024752,3572673,1846936,34697,396678,6539,572786,140883,4122508,4,5.8,25.4,18.9,6.5,20.9,18.5
2016,Massachusetts,6823721,5575622,590902,32669,456830,6974,688366,140306,4727515,4.5,5.1,24.5,15.5,7.7,23.8,19
2016,Michigan,9933445,7906913,1407926,72120,307282,3970,1449683,241015,6760402,3,6.6,29.3,23.6,9.3,17.2,11.1
2016,Minnesota,5525050,4687397,350890,74519,274048,3742,531789,117181,3725283,3,4.1,25.2,21.4,11.5,23.1,11.7
2016,Mississippi,2985415,1771276,1125713,17980,31511,1744,606873,74479,1957022,4.8,11,30.8,22.4,9.1,13.5,8.2
2016,Missouri,6091176,5069869,720649,33969,122268,8723,826358,140250,4121014,3.3,7.1,30.7,22.5,7.9,17.7,10.8
2016,Montana,1038656,926475,5856,69263,8456,895,136439,21638,712616,1.9,5.3,29,23.6,9.3,20.9,10.1
2016,Nebraska,1907603,1693622,95975,27675,47585,2288,208864,31093,1243820,4.1,5,26.4,22.6,10.4,21.1,10.4
2016,Nevada,2939254,2208915,281928,48465,253484,22529,407308,82079,2010610,6.1,7.8,29.1,25.7,7.8,15.3,8.1
2016,New Hampshire,1335015,1251836,20392,3876,36069,601,97753,21298,947586,2.2,5,27,18.9,10.3,22.5,14.1
2016,New Jersey,8978416,6499057,1338557,53480,884170,9328,915390,225268,6171172,5.1,5.6,27.6,16.6,6.5,23.7,14.9
2016,New Mexico,2085432,1716662,52109,225826,35661,3259,390461,62028,1391381,6.1,8.5,26.6,23.2,8.4,15.5,11.7
2016,New York,19836286,13856651,3501251,192082,1765836,26681,2843954,468421,13653592,6.3,7.3,26.2,15.8,8.7,20.1,15.5
2016,North Carolina,10156689,7212423,2252476,159284,299130,12391,1523034,246599,6877185,4.6,8.1,25.8,21.6,9.5,19.6,10.8
2016,North Dakota,755548,663424,22448,41694,11724,495,76951,12760,495015,2.8,4.8,27.1,22.1,13.6,21.7,7.8
2016,Ohio,11622554,9578424,1491855,32429,257547,6410,1639636,287981,7922061,2.8,7.2,33.3,20.6,8.6,17.2,10.3
2016,Oklahoma,3921207,2923751,304420,362300,88491,7254,615050,88136,2571636,4,8.2,31.2,23.5,7.9,16.8,8.4
2016,Oregon,4085989,3569538,87289,73450,184936,17805,538169,98262,2857952,3.7,6,22.9,26.1,8.6,20,12.7
2016,Pennsylvania,12787085,10525562,1509275,46921,446233,9285,1589584,347589,8921975,3.2,6.6,35.1,16,8.2,18.8,12
2016,Rhode Island,1057566,892287,85549,10783,38279,1937,134683,28810,734045,5.2,6.2,27.8,18.4,8.2,20.6,13.5
2016,South Carolina,4959822,3393346,1362886,26870,81520,4877,739574,114145,3388476,4.4,9,29,21,9.4,17.4,9.8
2016,South Dakota,861542,733199,17253,78355,12289,652,107953,13557,565894,3.2,5.6,29,21.8,11.5,19.6,9.2
2016,Tennessee,6649404,5231987,1136948,30090,120491,6299,1023825,147651,4527198,4.8,8.3,32.4,21.2,7.3,16.7,9.4
2016,Texas,27904862,22166782,3517355,281421,1358769,39267,4261291,615054,17775280,8.6,8.5,25.2,21.8,7.1,18.9,10
2016,Utah,3044321,2774606,41311,46581,75576,31452,307270,51970,1783244,2.9,5.4,22.7,26.5,10,21.4,11.2
2016,Vermont,623354,589836,8196,2373,10948,227,67825,11173,439563,2.5,5.3,29.3,17.3,9.2,21.1,15.2
2016,Virginia,8414380,5891174,1665348,45041,557115,9462,897244,173511,5721173,4.3,6.4,24,19.5,7.7,21.7,16.4
2016,Washington,7280934,5820007,301100,139457,630470,54605,808582,191074,4996555,3.8,5.3,22.3,23.6,9.8,22,13.2
2016,West Virginia,1828637,1712647,65116,4461,14980,514,318368,47620,1291757,4.4,9.6,39.7,18.1,7.4,12.6,8.2
2016,Wisconsin,5772917,5049698,383269,65894,163352,3100,661465,125042,3933329,2.7,5.4,31.1,20.7,10.7,19.3,10.2
2016,Wyoming,584910,543224,7421,15844,5804,604,62416,15870,390794,1.5,5.4,29.3,25.1,11.7,17.4,9.7
2017,Alabama,4874747,3374131,1308214,34108,71338,5239,802263,95338,3309607,4.2,9.4,31.1,21.4,8.4,16,9.6
2017,Alaska,739795,486724,27595,112994,47754,10084,79428,25977,481561,3,5.4,27.6,26.4,8.9,18,10.8
2017,Arizona,7016270,5827866,349944,373532,247790,19091,1023337,161315,4711362,5.4,7.4,24.1,25,8.7,18.3,11
2017,Arkansas,3004279,2381662,471145,29722,49292,9653,475883,49831,2008398,4.6,8.7,34,22.1,7.1,15,8.4
2017,California,39536653,28611160,2553498,650250,5993089,199449,5164169,918881,26679273,9.2,7.5,20.8,21.1,7.8,21.1,12.6
2017,Colorado,5607154,4894372,253666,89116,188635,10546,566118,84839,3822068,3.4,5,21.3,20.9,8.2,26,15.2
2017,Connecticut,3588184,2879759,426851,19480,173633,3845,338651,89718,2493854,4.1,5.5,27.1,16.5,8.1,21.4,17.3
2017,Delaware,961939,670512,219310,6228,39768,878,121592,21922,673686,3.5,6,32.4,19,7.7,18,13.5
2017,District of Columbia,693972,313234,326807,4139,29747,976,109502,48522,494614,4.3,5.5,17.2,12.5,3.2,23.9,33.4
2017,Florida,20984400,16247613,3547464,104511,613880,23660,2901876,419446,15020177,4.7,6.9,28.8,19.9,10,18.9,10.8
2017,Georgia,10429379,6341768,3361924,53646,440104,12198,1536069,239777,6896026,4.5,8.4,28.1,20.2,7.8,19,11.9
2017,Hawaii,1427538,366546,31147,5574,539280,145554,132201,16177,997744,3.5,4.3,28.1,20.5,10.7,21.7,11.2
2017,Idaho,1716943,1599814,15052,29973,26359,3700,211937,26299,1111788,3.3,5.9,28.2,26.3,9.7,18.2,8.5
2017,Illinois,12802023,9864942,1872275,75867,729694,8374,1568670,321902,8707057,4.9,6,26.1,20.6,8,21,13.4
2017,Indiana,6666818,5690929,649813,27274,157668,4439,860753,117058,4435317,3.6,7.7,32.7,20.2,8.9,17,9.8
2017,Iowa,3145711,2864664,120218,16222,82346,3712,328629,52513,2093909,3.1,4.8,30.5,21,11.6,19.4,9.5
2017,Kansas,2913123,2519176,179569,34664,89908,3430,335371,53567,1904528,3.5,5.5,25.8,22.7,8.8,21.2,12.6
2017,Kentucky,4454189,3908964,372839,13263,69734,3848,738563,100302,3018953,5.4,8.2,33,21.3,8,14,9.9
2017,Louisiana,4684333,2951003,1528167,36526,87305,2937,893827,108317,3120277,4.9,10,34,21.4,5.9,15.5,8.3
2017,Maine,1335907,1264744,21093,9511,16643,474,147413,22958,971740,2.6,5.1,30.9,19,10.3,19.9,12.1
2017,Maryland,6052177,3568679,1862566,35386,407369,6581,556549,133209,4167604,4,6.1,24.5,18.9,6.8,21.3,18.3
2017,Massachusetts,6859819,5576725,603433,33341,473001,7065,692943,135691,4788573,4.3,4.9,24.3,15.5,7.5,23.9,19.5
2017,Michigan,9962311,7914418,1408605,73124,319772,4087,1373358,226543,6819310,2.8,6.3,28.9,23.4,9.5,17.6,11.5
2017,Minnesota,5576606,4708215,365225,75402,284643,3970,517348,105766,3778416,3,3.9,24.8,20.9,11.3,23.5,12.5
2017,Mississippi,2984100,1766950,1126498,18179,32515,1787,573717,64956,1959341,4.8,10.8,30.4,22,10.1,13.5,8.3
2017,Missouri,6113532,5080444,723029,34635,126443,9122,793001,114587,4150275,3.1,7.2,30.8,22,7.9,17.9,11.1
2017,Montana,1050493,935792,6114,69913,8842,910,130616,21174,723666,2.2,4.8,28.1,23.5,9.1,21.7,10.6
2017,Nebraska,1920076,1700881,97078,27965,49912,2313,198984,29567,1259254,3.9,4.8,26.3,23.1,10.2,20.9,10.8
2017,Nevada,2998039,2235657,294676,49722,264533,23301,392857,73583,2063180,5.2,8,28.7,25.1,8,16.5,8.4
2017,New Hampshire,1342795,1256807,21239,3978,37202,615,100550,19942,958005,1.9,5.1,28,17.9,10.2,22.6,14.3
2017,New Jersey,9005644,6489409,1346893,54683,906671,9658,882132,209126,6234538,4.8,5.3,27.2,16.3,6.7,24.2,15.6
2017,New Mexico,2088070,1715623,52622,227132,36222,3372,388790,57185,1391475,5.8,8.1,26.6,24,8.4,15.2,11.8
2017,New York,19849399,13807127,3510933,193229,1806646,26943,2735578,455470,13821132,6.1,7.3,26.3,15.4,8.8,20.2,15.8
2017,North Carolina,10273419,7276995,2279895,160909,313997,12752,1468032,224869,6991185,4.5,7.7,25.8,21.3,9.4,20.1,11.2
2017,North Dakota,755393,661217,23533,41588,12269,522,74057,10789,495904,2.8,4.3,26.4,22.4,13.4,21.8,9
2017,Ohio,11658609,9579207,1504482,32991,271531,6633,1575401,288847,7981885,2.7,7,33.3,20.2,8.8,17.3,10.6
2017,Oklahoma,3930864,2921390,306089,363551,91288,7423,600911,78708,2586414,4.1,7.9,31.1,23.3,8.1,16.9,8.6
2017,Oregon,4142776,3607515,90128,74655,192917,18336,534846,86786,2901195,3.5,5.5,23.2,25.2,8.8,21,12.7
2017,Pennsylvania,12805537,10507780,1520035,47983,462768,9606,1548557,315737,8960842,3.2,6.3,35,15.8,8.3,18.9,12.5
2017,Rhode Island,1059639,890883,87261,10948,39014,2015,125208,24791,736969,5.1,6.6,29.9,16.9,8,20.3,13.1
2017,South Carolina,5024369,3440141,1372547,27373,85665,4949,750359,98757,3443851,4,8.6,29.5,20.3,9.6,17.6,10.4
2017,South Dakota,869666,738554,18479,78456,12901,719,107522,15147,574559,2.9,5.4,30.8,22,10.8,19.1,9
2017,Tennessee,6715984,5276748,1148218,30876,125244,6428,980394,118557,4588453,4.4,7.8,32.4,20.8,7.2,17.2,10.1
2017,Texas,28304596,22404118,3593048,287312,1417555,40740,4080377,577790,18149346,8.1,8.2,25.1,21.7,7.3,19.3,10.3
2017,Utah,3101833,2820387,43230,47581,79393,32429,296138,50638,1827035,2.7,5.1,22.3,25.7,9.5,22.8,11.8
2017,Vermont,623657,589163,8475,2413,11348,233,65068,10382,439267,2.2,5.2,29,16.8,8.5,22.5,15.8
2017,Virginia,8470020,5904472,1680680,45889,575117,9601,876438,161619,5779221,4.2,6.1,24.2,19,7.9,22,16.7
2017,Washington,7405743,5887060,310425,141535,660928,56953,799675,177292,5101968,3.7,5,22.1,23.6,10.1,22.2,13.3
2017,West Virginia,1815857,1699266,64951,4451,15071,533,326502,40512,1279350,4.5,8.4,41.2,18.6,7.1,12.2,8
2017,Wisconsin,5795483,5060891,385451,66752,168435,3209,640174,103667,3958231,2.6,5.1,30.7,20.3,10.9,19.8,10.6
2017,Wyoming,579315,537396,7445,15743,5880,579,61319,12330,387700,2,5.1,29.6,25.3,10.4,17.4,10.3
